SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,HeapSortNComp,HeapSortTns,
seq_450_44,101025,1180900,50411,268500,3348104,136300,1962253,51800,1955303,62500,6596,74200,
seq_450_45,101025,1128400,53263,292100,3356256,134700,1967089,55300,1960331,66100,6547,112600,
seq_450_46,101025,1152500,51280,319300,3364414,209900,1971623,52300,1965168,64000,6572,76500,
seq_450_47,101025,1231400,50374,277200,3372610,141300,1975961,52600,1969705,65300,6564,77200,
seq_450_48,101025,1258300,49482,263500,3380764,169200,1980962,52600,1974269,60100,6559,73400,
seq_450_49,101025,1083100,51217,345900,3388948,130700,1985795,52000,1979411,64100,6505,92100,
seq_450_50,101025,1160900,50549,278200,3397122,156700,1990350,54900,1984209,86000,6572,79200,
seq_450_51,101025,1163800,50757,280600,3405296,191600,1994642,54100,1988605,64000,6561,76000,
seq_450_52,101025,1081900,52279,326100,3413418,135600,1999197,53300,1993263,62100,6551,76400,
seq_450_53,101025,1269900,48830,297000,3421584,133500,2003726,104900,1998044,59700,6528,74100,
seq_450_54,101025,1195700,50020,290500,3429716,141700,2008952,59900,2003291,68500,6570,79200,
seq_450_55,101025,1237900,49082,261900,3437834,134600,2013958,55700,2007807,62400,6569,73700,
seq_450_56,101025,1198900,50432,268800,3446006,129900,2019487,55100,2012368,101500,6556,73900,
seq_450_57,101025,1455000,49839,346500,3454164,178000,2024483,58000,2017053,66800,6571,113600,
seq_450_58,101025,1240600,49610,325400,3462308,180000,2029331,56900,2021676,81300,6550,79400,
seq_450_59,101025,1138000,50632,344900,3470496,131100,2034319,52600,2026843,65500,6586,112500,
seq_450_60,101025,1162800,51693,324600,3478668,147200,2039340,55300,2031542,65000,6547,76500,
seq_450_61,101025,1164800,53059,333900,3486816,139800,2044534,56100,2036384,70600,6572,77500,
seq_450_62,101025,1110100,49333,263100,3494984,135500,2049325,53500,2041185,60600,6568,72700,
seq_450_63,101025,1665900,52624,306300,3503148,143300,2054541,56800,2046269,67500,6551,77200,
seq_450_64,101025,1325600,50838,380700,3511272,167500,2059030,70300,2051274,80200,6579,86300,
seq_450_65,101025,1173800,51354,283100,3519458,177000,2063856,68900,2056155,66300,6544,75100,
seq_450_66,101025,1094000,48907,262400,3527578,132900,2068552,51700,2060620,61600,6564,73900,
seq_450_67,101025,1301200,49195,270800,3535770,186800,2073728,59500,2065765,66000,6597,77000,
seq_450_68,101025,1341200,51371,348800,3543882,171300,2078783,52400,2070424,60800,6545,74000,
seq_450_69,101025,1196200,50507,298300,3552034,155100,2083858,51000,2075301,65900,6543,75900,
seq_450_70,101025,1207000,53970,424700,3560228,175900,2088934,57500,2080158,71000,6564,91500,
seq_450_71,101025,1123000,49710,265500,3568404,176600,2093749,73700,2084930,98000,6544,98200,
seq_450_72,101025,1202100,50368,290700,3576574,151400,2100028,68700,2090204,79900,6551,111700,
seq_450_73,101025,1545600,50948,588100,3584722,211800,2104844,87500,2095150,126500,6549,161000,
seq_450_74,101025,1872000,51143,577800,3592868,202000,2109949,197700,2100155,118500,6567,158300,
seq_450_75,101025,1721700,52150,286700,3601026,141900,2114402,53200,2105110,65900,6574,77100,
seq_450_76,101025,1267600,53532,427500,3609188,210400,2119265,105100,2109992,66400,6529,126400,
seq_450_77,101025,1016000,50745,270500,3617346,154900,2123627,51200,2114591,63000,6531,73900,
seq_450_78,101025,1229900,50183,271300,3625478,188200,2128548,54500,2119294,64300,6615,76000,
seq_450_79,101025,1393900,52765,290900,3633642,140300,2133387,55500,2123947,64400,6535,77900,
seq_450_80,101025,1134300,53617,285100,3641806,139400,2139525,61300,2128324,61400,6547,72600,
seq_450_81,101025,1034600,52190,277900,3649992,130400,2144360,109900,2133227,63900,6566,89400,
seq_450_82,101025,1179800,48509,268600,3658168,136700,2149044,69600,2138281,67400,6562,74200,
seq_450_83,101025,1125900,48999,283700,3666324,156300,2153990,69200,2143046,107500,6589,124900,
seq_450_84,101025,1201100,51351,282000,3674454,144800,2158996,73600,2147685,61600,6606,76500,
seq_450_85,101025,1494600,48060,316100,3682614,133600,2163637,54100,2152538,61600,6586,73900,
seq_450_86,101025,1111000,50455,269000,3690786,169700,2168394,53200,2157274,62800,6566,74700,
seq_450_87,101025,1125800,50823,270700,3698960,138500,2173482,53800,2161758,60600,6552,73900,
seq_450_88,101025,1167000,49830,265400,3707116,130500,2178521,54200,2166409,63900,6591,73900,
seq_450_89,101025,1141800,51344,273300,3715236,130200,2183370,49800,2171297,65100,6556,95300,
seq_450_90,101025,1089500,50988,346100,3723390,149100,2188117,53700,2176040,64000,6534,146600,
seq_450_91,101025,1126800,52472,279600,3731630,203500,2192937,51300,2180681,62300,6598,73700,
seq_450_92,101025,1070200,51516,274100,3739778,130300,2198447,53500,2185404,61800,6570,73800,
seq_450_93,101025,1363600,52360,357200,3747918,141300,2203070,54000,2190178,63500,6529,76500,
seq_450_94,101025,1102100,49558,265700,3756078,141300,2208317,51900,2194708,59600,6566,69200,
seq_450_95,101025,1234600,48468,258300,3764252,131200,2213212,54400,2199716,64500,6551,75500,
seq_450_96,101025,1096200,50876,270800,3772430,129700,2217770,51300,2204483,62000,6582,112000,
seq_450_97,101025,1089400,52158,332300,3780580,155700,2222612,54000,2208810,62700,6588,73500,
seq_450_98,101025,1195700,50383,268400,3788708,132500,2227192,50300,2213603,62900,6580,73300,
seq_450_99,101025,1058000,51883,276000,3796884,129200,2231926,51900,2218291,65800,6560,73500,
seq_500_0,124750,1406100,65574,347800,3806130,225600,2237603,61700,2223760,75700,7407,95600,
seq_500_1,124750,1419300,62073,330000,3815376,155500,2242870,57900,2228919,125300,7467,96900,
seq_500_2,124750,1383300,64044,377700,3824564,149800,2248167,60000,2234305,69200,7395,83400,
seq_500_3,124750,1310300,64445,341900,3833790,165000,2254010,62400,2240803,80500,7425,83600,
seq_500_4,124750,1749700,63723,597200,3843002,171900,2259432,72300,2246613,75200,7435,111600,
seq_500_5,124750,1391000,61115,449800,3852230,167200,2264781,62200,2252117,73300,7406,86700,
seq_500_6,124750,1558300,62969,614000,3861394,199900,2270353,101500,2257205,122500,7430,86900,
seq_500_7,124750,1522600,63105,451500,3870594,202700,2275521,94500,2262549,114700,7420,151900,
seq_500_8,124750,1345500,63482,338300,3879832,152000,2280643,57600,2268762,78400,7404,84000,
seq_500_9,124750,1771600,64169,527900,3889072,184200,2285880,62900,2273965,77700,7422,90000,
seq_500_10,124750,1714500,64955,359400,3898332,159200,2291563,63700,2279179,71700,7432,86800,
seq_500_11,124750,1475800,64830,344200,3907532,202300,2297137,57800,2284951,78900,7428,83800,
seq_500_12,124750,1566300,64250,360500,3916690,255800,2302533,80300,2290279,104600,7409,83000,
seq_500_13,124750,1600900,61078,335900,3925894,157100,2308185,62000,2295564,73500,7408,85300,
seq_500_14,124750,1266300,67311,394300,3935096,147800,2313586,60600,2300776,68300,7439,83400,
seq_500_15,124750,2193200,64732,664600,3944302,266800,2319031,90000,2305923,97900,7459,131600,
seq_500_16,124750,1447000,64129,363900,3953500,163300,2324278,63600,2311626,77200,7412,91200,
seq_500_17,124750,1908500,66202,407200,3962692,161100,2329675,65100,2317480,96900,7417,106200,
seq_500_18,124750,1443300,63053,346800,3971900,207700,2335039,66100,2323052,74900,7431,89100,
seq_500_19,124750,1430800,67333,369000,3981124,156100,2340248,60200,2329295,75300,7413,86800,
seq_500_20,124750,1652400,63780,367400,3990328,164200,2345671,67100,2334797,81000,7421,90200,
seq_500_21,124750,1390800,62200,330900,3999544,167800,2351755,61300,2340268,70300,7451,83700,
seq_500_22,124750,1926500,60026,552800,4008730,203400,2356898,82500,2345248,96800,7483,153400,
seq_500_23,124750,1650700,60679,323200,4017892,226400,2362487,59100,2350602,72000,7445,84600,
seq_500_24,124750,1426200,64019,391400,4027096,171300,2368087,61300,2356160,71400,7404,83000,
seq_500_25,124750,1538400,61524,338400,4036344,155300,2374495,110100,2361628,77900,7472,89000,
seq_500_26,124750,1468000,62280,331200,4045566,149800,2379709,58100,2367005,71800,7432,83100,
seq_500_27,124750,1479800,61525,381600,4054784,172700,2385531,66800,2372195,72800,7386,85200,
seq_500_28,124750,1466100,62878,360100,4064004,162200,2390882,63000,2377328,75600,7429,88600,
seq_500_29,124750,1693400,64294,342000,4073218,213900,2397192,70100,2382762,71800,7427,86300,
seq_500_30,124750,1469400,64625,344000,4082446,159500,2402534,56400,2388841,79300,7424,139300,
seq_500_31,124750,1493400,62994,479000,4091642,154800,2407523,60700,2393774,69700,7463,124500,
seq_500_32,124750,1913800,66367,759000,4100828,193200,2413193,62200,2399106,72400,7462,155600,
seq_500_33,124750,1498300,61829,338800,4110014,171200,2418401,61300,2404569,72100,7412,88100,
seq_500_34,124750,1540500,61627,328700,4119190,149900,2423444,58200,2410238,66400,7454,159400,
seq_500_35,124750,1587700,60497,343800,4128360,162500,2429284,82000,2415524,72000,7415,86000,
seq_500_36,124750,1402800,63059,337700,4137588,158300,2434373,58100,2420788,106200,7419,83700,
seq_500_37,124750,1544800,61678,338500,4146776,154500,2439765,59800,2426457,79500,7398,85400,
seq_500_38,124750,1672000,57046,601300,4155976,225500,2445663,103500,2431887,108000,7467,132200,
seq_500_39,124750,1440900,60251,371000,4165180,176900,2451116,61600,2437027,71200,7391,85700,
seq_500_40,124750,1485200,62658,371000,4174410,150200,2456727,57400,2442810,74700,7419,83800,
seq_500_41,124750,2141400,59386,622500,4183646,225100,2462137,89300,2448351,106700,7471,150100,
seq_500_42,124750,1441600,66216,353900,4192890,158600,2468199,58700,2453343,69500,7391,104100,
seq_500_43,124750,1452700,60182,330800,4202124,152400,2474061,66100,2458663,72300,7383,86000,
seq_500_44,124750,1596400,62251,386000,4211312,158300,2479584,87900,2464036,87800,7401,125300,
seq_500_45,124750,1393400,61432,384700,4220508,214700,2484916,59100,2469555,71300,7418,83300,
seq_500_46,124750,1433800,65298,388200,4229706,178400,2490699,59000,2475236,75600,7416,83000,
seq_500_47,124750,2152900,62744,756400,4238898,315000,2496603,113200,2480106,146400,7424,131400,
seq_500_48,124750,1468800,63452,388200,4248078,163900,2501935,60800,2485371,71400,7468,87600,
seq_500_49,124750,1444400,64775,1148500,4257292,179900,2507575,100800,2490981,73600,7423,123300,
seq_500_50,124750,1497300,63627,360800,4266524,167100,2512590,62700,2496564,87100,7409,90500,
seq_500_51,124750,1346400,62492,334800,4275768,168500,2517859,59400,2502023,71700,7441,82600,
seq_500_52,124750,1404100,59636,489300,4284958,194200,2523087,105700,2507844,109000,7420,122300,
seq_500_53,124750,1499300,62370,388500,4294182,153400,2528620,58600,2513931,71000,7421,83700,
seq_500_54,124750,1395200,63092,457600,4303382,156200,2534255,58800,2519146,73300,7411,83100,
seq_500_55,124750,1895300,63713,839400,4312602,339000,2539291,77300,2524790,145800,7424,153900,
seq_500_56,124750,1556800,61347,353600,4321812,158200,2544491,78400,2530384,70400,7413,86400,
seq_500_57,124750,1470000,65771,361300,4331014,191700,2549513,58500,2536001,73600,7402,85800,
seq_500_58,124750,1492800,63447,379400,4340220,155400,2554787,60900,2541267,71000,7418,83800,
seq_500_59,124750,2037000,63155,426300,4349452,163200,2560015,93700,2546474,79300,7432,88500,
seq_500_60,124750,1439700,59772,299900,4358660,149400,2565287,55100,2551894,83600,7428,78300,
seq_500_61,124750,1756400,60835,357000,4367846,158500,2570547,62600,2557905,82500,7401,104400,
seq_500_62,124750,1603400,64671,489900,4377026,158200,2576866,113200,2563385,86300,7434,83400,
seq_500_63,124750,1413300,61430,326600,4386234,255300,2581973,58100,2568590,68300,7453,83300,
seq_500_64,124750,1277700,62963,334300,4395436,152200,2587254,60900,2574003,71600,7426,83700,
seq_500_65,124750,1468600,62563,343200,4404682,155400,2592727,61800,2579133,72000,7421,103900,
seq_500_66,124750,1335200,64598,323200,4413856,143300,2597937,56300,2584710,65500,7374,116600,
seq_500_67,124750,1445000,61504,342800,4423088,159500,2603603,65400,2590024,71500,7433,86500,
seq_500_68,124750,1339700,63189,316300,4432248,197500,2609150,59600,2595284,71200,7432,83600,
seq_500_69,124750,1415300,61397,375900,4441480,156500,2614519,62300,2600327,84400,7432,83400,
seq_500_70,124750,1272700,63922,378200,4450680,152600,2619967,59800,2605619,71400,7415,83600,
seq_500_71,124750,1330000,65580,349600,4459902,150800,2625576,60200,2610930,70300,7450,83600,
seq_500_72,124750,1510300,62488,367700,4469122,164200,2630963,57500,2615917,69500,7421,83300,
seq_500_73,124750,1382300,60478,323700,4478278,149800,2636288,59400,2620976,70100,7459,84100,
seq_500_74,124750,1291200,61401,326100,4487494,147700,2641769,59600,2626191,71300,7445,83700,
seq_500_75,124750,1481800,62926,344700,4496688,160000,2647316,62400,2631553,71800,7403,87700,
seq_500_76,124750,1550700,63785,452200,4505890,183500,2652596,65200,2636892,93700,7443,134400,
seq_500_77,124750,1373700,61130,325100,4515092,151200,2657840,58200,2642558,74000,7418,82600,
seq_500_78,124750,1309300,63068,339000,4524316,151600,2663284,60400,2648118,67500,7412,83300,
seq_500_79,124750,1370400,65350,347000,4533536,151900,2668913,60200,2653562,129300,7412,83700,
seq_500_80,124750,1323700,63351,317000,4542766,142100,2674409,56900,2658575,63500,7403,77300,
seq_500_81,124750,1378500,63692,375900,4551988,155400,2679826,60100,2664054,72100,7433,84000,
seq_500_82,124750,1968200,63072,335800,4561136,191700,2685282,62200,2669516,69400,7427,83000,
seq_500_83,124750,1403900,59627,317200,4570348,145100,2690734,57600,2675097,111200,7427,82400,
seq_500_84,124750,1371000,63797,338600,4579554,146400,2696486,60900,2680229,67500,7377,82600,
seq_500_85,124750,2113500,61055,572200,4588778,167900,2701674,62200,2685856,102800,7442,90800,
seq_500_86,124750,1496900,62312,359900,4597954,199400,2707568,68700,2691054,75800,7388,119000,
seq_500_87,124750,1374000,66794,412700,4607106,155800,2712852,57800,2696008,69300,7457,137000,
seq_500_88,124750,1407700,65663,481100,4616300,154300,2718422,83100,2701443,122700,7400,86700,
seq_500_89,124750,1460000,58780,312600,4625504,149200,2723749,60700,2706730,69900,7419,83900,
seq_500_90,124750,1297100,62987,372100,4634680,221700,2729346,60700,2712177,67400,7417,81900,
seq_500_91,124750,1608500,65052,381400,4643898,168100,2734601,68300,2717464,78000,7410,91100,
seq_500_92,124750,1657600,63507,349700,4653144,157800,2740235,98400,2722941,71100,7449,86100,
seq_500_93,124750,1416700,62247,330800,4662376,156800,2745569,100900,2728079,70100,7414,82800,
seq_500_94,124750,1486400,63810,376200,4671550,167200,2750853,62700,2733620,74300,7428,87000,
seq_500_95,124750,1471500,63386,337500,4680754,208600,2756019,58800,2738788,69000,7412,83800,
seq_500_96,124750,1406300,59745,329400,4689914,157800,2761987,62000,2744083,71600,7440,86800,
seq_500_97,124750,1462300,61662,413700,4699144,175700,2767592,63600,2749266,76300,7462,87100,
seq_500_98,124750,1552900,62579,370800,4708358,151100,2772790,59500,2755000,74100,7432,83800,
seq_500_99,124750,1347700,65996,329900,4717562,234200,2778453,58700,2760790,68200,7399,78000,
seq_550_0,150975,1612800,75706,374700,4727896,198900,2784677,82900,2766854,116900,8314,92500,
seq_550_1,150975,1659400,76082,337200,4738186,183200,2790963,65600,2773061,93000,8290,134600,
seq_550_2,150975,1380800,76914,361100,4748478,165400,2796608,62000,2778830,179600,8309,130200,
seq_550_3,150975,1625600,74934,377100,4758768,180600,2802975,71400,2785253,78400,8314,93300,
seq_550_4,150975,1534100,75433,354800,4769056,226000,2809321,65200,2791184,71700,8333,88400,
seq_550_5,150975,1769600,73388,389400,4779300,170300,2815538,70500,2797053,153900,8343,107100,
seq_550_6,150975,1780100,80109,462400,4789624,169700,2821787,67300,2803446,82500,8303,92200,
seq_550_7,150975,1781800,79313,421900,4799902,168900,2827462,67600,2809421,79300,8330,92700,
seq_550_8,150975,1679300,72884,387400,4810184,169100,2833269,104900,2814965,77300,8334,93800,
seq_550_9,150975,1843700,79566,422200,4820450,169000,2838898,66800,2820617,133500,8320,112800,
seq_550_10,150975,1752500,75313,450700,4830728,167900,2844792,64100,2827120,81500,8308,93100,
seq_550_11,150975,1912400,76465,433500,4841046,159700,2850822,64800,2833019,77700,8330,87600,
seq_550_12,150975,1751300,75539,449500,4851302,215600,2856702,84900,2838530,78600,8354,96700,
seq_550_13,150975,2259200,76312,404500,4861590,205600,2862951,67800,2844287,75700,8319,93600,
seq_550_14,150975,1787000,76069,451000,4871880,167300,2868892,67100,2850208,77800,8338,92600,
seq_550_15,150975,1862900,74583,469800,4882138,175800,2874899,67200,2856636,79700,8362,93700,
seq_550_16,150975,1645000,78305,414700,4892404,171800,2881354,70300,2863599,86500,8364,93300,
seq_550_17,150975,1857300,77670,449100,4902706,166300,2887309,65400,2869260,77200,8327,92500,
seq_550_18,150975,1871200,76396,436400,4913028,171700,2893466,60100,2875138,73400,8335,87800,
seq_550_19,150975,1768600,76983,408000,4923326,206100,2899406,64800,2881498,84900,8323,92700,
seq_550_20,150975,1645000,76212,441300,4933588,188000,2905577,64900,2887419,77400,8324,93500,
seq_550_21,150975,1836900,77298,736000,4943848,292500,2912504,72400,2893596,77800,8273,148300,
seq_550_22,150975,1835200,73903,431600,4954158,166500,2918324,66700,2899530,77200,8289,93100,
seq_550_23,150975,2084500,72533,385700,4964470,168200,2924325,67600,2905059,76400,8340,93500,
seq_550_24,150975,1889700,75300,438400,4974810,193200,2930955,76900,2911222,85100,8341,108900,
seq_550_25,150975,1912700,79472,490700,4985104,197000,2936979,69500,2917823,90900,8338,100500,
seq_550_26,150975,1861000,77131,494500,4995380,966900,2942806,149100,2924750,214100,8318,146300,
seq_550_27,150975,1713800,77504,522800,5005648,172000,2948638,67700,2930771,78400,8315,93600,
seq_550_28,150975,1752100,79911,541800,5015900,200200,2954449,108200,2936559,93000,8330,94700,
seq_550_29,150975,2315800,75015,398000,5026182,172900,2959857,65100,2942554,80300,8298,93300,
seq_550_30,150975,1765600,78015,413300,5036496,165600,2965404,65500,2948331,78800,8328,93200,
seq_550_31,150975,1916600,73626,502900,5046788,235000,2971608,76400,2954291,97900,8298,96600,
seq_550_32,150975,1759200,77222,409200,5057054,172900,2977464,62800,2960332,80200,8314,93000,
seq_550_33,150975,1723900,78810,468000,5067376,173800,2983458,71000,2966053,80600,8295,96400,
seq_550_34,150975,2376600,72527,385300,5077708,197900,2989849,84500,2972107,77600,8355,94000,
seq_550_35,150975,1762700,79806,424100,5087938,166400,2995761,67100,2978863,82500,8343,93100,
seq_550_36,150975,1819000,74816,414400,5098190,194100,3002089,67000,2984727,80700,8330,96900,
seq_550_37,150975,1734800,77628,453700,5108478,170600,3008153,66500,2990879,100500,8295,94300,
seq_550_38,150975,1847500,73394,527200,5118784,179400,3014033,66000,2996816,82400,8348,97600,
seq_550_39,150975,1688100,73643,408300,5129080,225000,3020249,67900,3002922,76900,8311,152800,
seq_550_40,150975,1800100,75058,399700,5139382,171500,3026211,67800,3008839,80700,8357,93100,
seq_550_41,150975,1853200,75334,480900,5149710,222300,3032205,69600,3014821,79900,8333,94100,
seq_550_42,150975,1719800,80275,446300,5159990,304700,3038586,109900,3021020,77700,8315,93100,
seq_550_43,150975,1762100,80233,424900,5170278,166200,3044844,66400,3027323,81600,8320,204100,
seq_550_44,150975,1722200,75365,400300,5180562,169700,3050697,64100,3033322,76300,8352,92500,
seq_550_45,150975,1808400,77764,601000,5190810,166500,3056748,68800,3039492,76200,8331,93200,
seq_550_46,150975,1789700,77546,412500,5201134,220500,3062624,67100,3045230,76400,8309,92400,
seq_550_47,150975,1808600,77718,412100,5211426,184400,3069042,124200,3051704,78100,8321,93100,
seq_550_48,150975,1714800,75957,476600,5221726,164900,3075241,67000,3058362,83700,8363,93700,
seq_550_49,150975,1640900,74734,398000,5231998,172000,3081682,65800,3064005,78400,8329,92800,
seq_550_50,150975,1822100,75505,413300,5242296,210300,3088111,70400,3070495,86900,8305,95400,
seq_550_51,150975,1643500,73335,388900,5252604,167600,3094111,65400,3076818,80100,8318,92600,
seq_550_52,150975,1690200,74610,559400,5262936,168000,3099786,65800,3082872,81700,8337,95300,
seq_550_53,150975,1819900,75535,551000,5273276,178500,3105657,98000,3089266,81200,8389,94900,
seq_550_54,150975,2473300,73460,406800,5283540,169600,3112441,73800,3095357,81800,8308,95100,
seq_550_55,150975,2155100,78621,624600,5293850,257600,3118478,116700,3101483,108000,8334,139700,
seq_550_56,150975,1790000,73844,403800,5304092,173000,3124697,70100,3107351,81500,8319,96200,
seq_550_57,150975,1808400,74986,412500,5314408,177000,3130819,69700,3113755,88800,8347,96900,
seq_550_58,150975,1669100,74924,410200,5324666,181700,3136598,66300,3120617,86300,8308,95700,
seq_550_59,150975,1720200,74658,714900,5334966,304000,3142775,108900,3126941,148900,8295,165400,
seq_550_60,150975,1971600,74611,395800,5345264,209900,3148883,69100,3133658,81400,8343,95000,
seq_550_61,150975,1833600,73672,405000,5355532,168500,3154741,63500,3140056,82700,8301,130900,
seq_550_62,150975,1988900,76382,444100,5365802,169700,3160433,66900,3146360,80500,8294,93500,
seq_550_63,150975,1883800,74417,407900,5376046,193200,3166467,117000,3152356,81400,8313,99100,
seq_550_64,150975,1915100,73837,392100,5386372,168600,3172522,68100,3158170,75300,8350,225700,
seq_550_65,150975,2350200,72995,582800,5396660,256200,3178555,82400,3164196,82000,8301,98000,
seq_550_66,150975,1952000,75439,413400,5406988,220300,3185420,74600,3170067,80200,8318,96600,
seq_550_67,150975,1970500,72929,401700,5417294,175800,3191393,68000,3176155,81800,8339,96700,
seq_550_68,150975,1638700,74866,397000,5427566,166500,3197732,67300,3181796,75800,8374,93000,
seq_550_69,150975,1746200,72983,559400,5437830,186600,3203933,103900,3187541,113500,8328,97100,
seq_550_70,150975,1998400,75298,399400,5448116,171100,3209948,68200,3193429,77100,8345,131800,
seq_550_71,150975,1705200,73529,479300,5458368,171300,3215973,63200,3199536,75500,8357,93100,
seq_550_72,150975,1801300,73118,537400,5468668,170600,3221832,63800,3205160,77900,8346,93500,
seq_550_73,150975,1917900,76047,489000,5478946,168000,3227578,64500,3211425,80500,8325,92900,
seq_550_74,150975,1606700,73089,387600,5489258,184900,3233994,67300,3217235,118000,8329,93600,
seq_550_75,150975,2627000,76692,473500,5499490,217300,3239953,85500,3223228,79100,8353,97300,
seq_550_76,150975,1813200,73713,391200,5509814,170600,3246196,66600,3229075,77800,8380,166200,
seq_550_77,150975,1756700,75180,402500,5520116,169300,3252133,65900,3234894,76200,8319,93400,
seq_550_78,150975,2051000,73614,509800,5530404,170300,3258242,65900,3241115,84000,8363,151900,
seq_550_79,150975,1752800,75220,436200,5540696,165800,3264900,67100,3247327,114800,8305,94600,
seq_550_80,150975,1736100,78094,416300,5551010,172200,3271723,70200,3253729,79200,8283,94200,
seq_550_81,150975,2289300,74063,371200,5561298,160800,3277712,64200,3260011,74700,8308,88500,
seq_550_82,150975,2213400,76426,382200,5571538,170800,3283596,63200,3265822,74500,8342,88400,
seq_550_83,150975,1847800,80694,479000,5581832,173100,3289490,69000,3271761,83400,8305,108400,
seq_550_84,150975,1627300,75850,401800,5592104,166800,3295316,65900,3278550,122300,8334,93700,
seq_550_85,150975,2369900,76982,599500,5602370,175900,3302010,70400,3284905,80600,8317,93400,
seq_550_86,150975,1808600,76253,404200,5612654,211900,3308328,68700,3291467,79000,8301,93600,
seq_550_87,150975,1672300,79390,420000,5622896,167700,3314777,67500,3297415,75800,8312,93400,
seq_550_88,150975,1846900,76590,430800,5633208,178400,3321157,75300,3303468,82300,8343,98100,
seq_550_89,150975,1679600,72897,364800,5643534,158400,3327028,62100,3309525,77000,8299,87000,
seq_550_90,150975,1642600,74920,534900,5653880,455500,3333771,112500,3315489,125200,8368,254100,
seq_550_91,150975,1724500,80055,512000,5664182,190200,3339661,64400,3321255,78100,8301,91800,
seq_550_92,150975,1786000,73754,406700,5674434,180300,3345314,62400,3327123,74400,8368,87700,
seq_550_93,150975,2371400,76391,404900,5684692,177200,3351749,69400,3333033,79800,8347,183300,
seq_550_94,150975,1774100,76170,441800,5695000,200900,3357366,64900,3338712,76100,8366,93400,
seq_550_95,150975,1651300,76081,405300,5705274,193500,3363305,66200,3344608,79100,8330,93100,
seq_550_96,150975,2533900,72980,468000,5715540,212800,3369408,69700,3351154,126400,8357,98000,
seq_550_97,150975,1794800,77069,529600,5725836,168700,3375645,64700,3356958,79000,8322,93100,
seq_550_98,150975,1890200,74057,533200,5736078,265500,3381776,67500,3362757,76000,8321,114500,
seq_550_99,150975,1787500,75306,437600,5746414,178800,3387949,65600,3369776,89400,8300,93100,
seq_600_0,179700,2113700,86645,458800,5757798,193800,3394677,72000,3377029,91100,9247,261800,
seq_600_1,179700,2140900,91185,548000,5769154,192400,3400817,72700,3383665,87200,9267,104800,
seq_600_2,179700,2075900,87916,467000,5780566,187900,3407255,72500,3389915,87200,9260,104200,
seq_600_3,179700,2846000,91337,455800,5791900,276600,3413572,69000,3396497,140500,9276,115100,
seq_600_4,179700,2165700,88036,519300,5803276,189200,3420492,76000,3403295,89900,9219,145300,
seq_600_5,179700,2407200,89150,684600,5814664,301700,3426824,86600,3409869,87300,9262,188000,
seq_600_6,179700,2009800,92366,548200,5826022,191200,3433637,75200,3416229,84600,9230,102900,
seq_600_7,179700,2449200,88807,606200,5837398,228400,3441495,75600,3422915,88000,9258,103700,
seq_600_8,179700,2153900,87635,464700,5848842,232200,3448619,73600,3429782,85600,9267,103300,
seq_600_9,179700,2899600,92686,1016300,5860254,268900,3454845,157300,3436960,102400,9209,103000,
seq_600_10,179700,2493200,91770,610100,5871660,224800,3461314,75500,3444032,88500,9263,103900,
seq_600_11,179700,2199600,89081,837100,5883062,300600,3467876,104100,3451030,140900,9245,153600,
seq_600_12,179700,2218900,88203,564700,5894470,209400,3474353,80700,3457816,90800,9298,140500,
seq_600_13,179700,2170600,90695,575800,5905868,241500,3481395,92000,3464398,91400,9270,241400,
seq_600_14,179700,2101600,91996,526300,5917264,185400,3487691,73700,3471045,87300,9253,103900,
seq_600_15,179700,2022900,91741,485000,5928640,181600,3494100,112100,3478460,120200,9281,102600,
seq_600_16,179700,2096600,91926,524400,5940012,195900,3500736,75200,3485826,88500,9230,103600,
seq_600_17,179700,2199000,85210,451200,5951390,182000,3507823,76100,3492324,144900,9286,134500,
seq_600_18,179700,2328100,86318,479900,5962834,192500,3514856,77500,3499093,87100,9229,103500,
seq_600_19,179700,2017200,88059,468800,5974246,184100,3521094,71400,3506385,93500,9255,102500,
seq_600_20,179700,2162500,91553,484000,5985598,182000,3527909,77200,3512643,148400,9247,103000,
seq_600_21,179700,2168000,88249,557000,5996968,194800,3534532,70800,3519455,84900,9253,176900,
seq_600_22,179700,2219000,89324,510200,6008396,181400,3541344,75200,3526885,89100,9265,103300,
seq_600_23,179700,2099800,92310,503500,6019800,196600,3547462,76800,3533506,88800,9230,106800,
seq_600_24,179700,2115500,88322,508200,6031170,184700,3554456,74700,3540047,87600,9265,102600,
seq_600_25,179700,3127200,90590,465700,6042510,173800,3560705,67000,3547275,85500,9237,97000,
seq_600_26,179700,2051300,91666,500800,6053894,196800,3567389,80100,3554458,87700,9236,103600,
seq_600_27,179700,2025300,89127,471600,6065308,221700,3573723,72000,3561576,86900,9268,102900,
seq_600_28,179700,2328200,85346,529900,6076696,275300,3580651,113200,3568249,153200,9237,103900,
seq_600_29,179700,2169600,87769,503000,6088138,184300,3587786,75300,3574497,85400,9252,103800,
seq_600_30,179700,2378600,86928,460800,6099522,227300,3594630,76000,3582208,91400,9225,158600,
seq_600_31,179700,2002800,90670,481100,6110932,190600,3600814,73400,3589017,91400,9237,103100,
seq_600_32,179700,2437100,91493,503300,6122344,294000,3607533,110000,3595841,124300,9241,164500,
